fpLILEEflg,AHCIncomeEQ_LILEE,fpfullinc,fuelexpn,FuelCosteqFactor,EqAHCincDeciles_LILEE,elecmop,gasmop,aagph2021_x,FPGAP_LILEE,fpvuln,fpLILEEqdt,FPEERband,FPEERrating,DWtype,DWage,Ongas,CentralHeating,Mainfueltype,boiler_x,WallType,tenure4x_fp,Loftins,EPC,SAP12,hhcompx_x,Ageyng,Ageold,Hhsize,ethhrp2x_x,Hhsick,Unoc,emphrp3x_x,ECO_AW,FloorArea,gorehs_x,HTHG,WHDBroad,HousingCosts,fpbasinc,wathcost,spahcost,litecost,cookcost,BHCflg10,AHCflg10,FullincDeciles,aagpd2021,aagph2021_y,tenure8x,tenure4x,tenure2x,vacantx,gorehs_y,region3x,govreg1,hhcompx_y,hhcomp1,hhtype11,hhtype7,hhtype6,hhsizex,ndepchild,noUnits1,sft,agehrp2x,agehrp4x,agehrp6x,agepart6x,ager,pyngbx,ageoldbx,emphrpx,emphrp3x_y,nssech9,nssecp9,hhempx,empprtx,empprt3x,workless,atspahrp,atspaprt,atspaany,ethhrp2x_y,ethprt2x,sexhrp,freeLeas,owntype,hatentp3,srtentype2,bedstdx,nbedsx,bedrqx,lharqx,lhastdx,nrooms1a,sharer,accomhh1,lenresb,lenownb,ftbuyer,prevten,tenex,tenure2,tenure4,hhltsick,hhwhch,mortwkx,rentwkx,rentExS,hhincx,hhinc5x,amthbenx,housbenx,hhbensx,JOINTINCx,ALLincx,HYEARGRx,hhvulx,market_rent,equityr,equityr5,BHCinceq,BHCinceqv5,BHCinceqv60h,AHCinceq,AHCinceqv5,AHCinceqv60h,dampalfm,dhhhsrsym,dhomeszm,dhcostzm,dwtypenx,dwtype8x,dwtype3x,housex,dwage7x,dwage6x,dwage5x,dwage4x,alltypex,floorx,floor5x,floory,floor5y,storeyx,dblglaz2,dblglaz4,parking,neivisx,lv1upkpx,lv2trafx,lv3utilx,lvnumx,lvanyx,attic,heat4x,heat7x,sysage,fuelx,watersys,boiler_y,mainsgas,watercyl,loftinsx,loftins4,loftins6,loftinsu,loftu4,wallinsz,wallcavy,pcavwallx,wins95x,sap12,sap412,rdsap09,EPceeb12e,EPceir12e,EPceib12e,Equivalised fuel costs,Equivalised AHC income,household_income_threshold,fpLIHCflg
0,18075,18075,1570,1,3,1,88,2451,0,1,4,2,63,2,9,0,2,2,-9,2,1,3,2,63,2,7,6,2,1,2,0,3,3,2,10,0,0,0,19587,191,699,601,79,0,0,3,2437,2451,1,1,1,1,10,3,4,2,1,1,1,1,2,0,1,0,2,4,6,6,6,7,6,3,3,5,4,3,3,3,-9,1,1,1,1,1,1,1,1,-9,-9,4,2,1,1,4,4,2,3,6,6,2,9,2,1,1,2,0,0.0,-9.0,-9.0,19387.0,2,-9.0,-9,2,19387.0,19387.0,19387.0,2,-9,180000.0,4,347.6153846153846,1,1,347.6153846153846,2,0,0,0,0,-9.0,2,1,1,1,6,6,5,4,10,50.56,2,54.82,2,2,2,4,3,1,0,0,0,0,0,2,2,2,3,4,3,-9,0,1,250,4,6,250,4,2,1,1,3,62.59,3,66.75,4,41.71,5,1570.0,18075,17625.699999999997,0
0,44947,44947,1643,1,9,1,1,872,0,1,4,3,51,4,4,1,1,1,1,2,1,3,3,51,2,6,5,2,1,2,1,3,3,5,2,0,0,0,47410,180,734,684,44,0,0,8,868,872,1,1,1,1,2,1,1,2,1,1,1,1,2,0,1,0,2,4,6,6,5,6,5,3,3,1,3,3,3,3,-9,1,1,1,1,1,1,1,1,-9,-9,5,3,1,1,5,7,2,1,8,8,2,9,2,1,1,2,0,0.0,-9.0,-9.0,47209.9999,4,-9.0,-9,2,52512.5,52512.5,52512.5,2,-9,350000.0,5,864.0769211538462,4,0,864.0769211538462,5,0,0,0,0,-9.0,4,4,1,1,2,2,2,2,6,115.33,5,121.88,5,2,2,4,3,1,0,0,0,0,0,2,1,1,3,1,1,1,1,1,150,4,5,150,4,2,1,1,3,50.59,3,50.74,5,41.399,5,1643.0,44947,17698.699999999997,0
0,26421,19404,516,1,5,1,1,3156,0,1,3,1,83,5,8,1,1,1,5,1,4,2,1,75,7,7,6,1,1,1,0,3,2,1,9,0,1,4080,15324,84,202,192,38,0,0,3,3142,3156,4,4,2,1,9,2,4,7,7,11,6,6,1,0,1,0,2,4,6,-9,6,7,6,3,3,6,0,3,-9,-9,-9,1,-9,1,1,-9,2,-9,-9,1,5,3,1,1,1,3,3,2,4,5,-9,3,9,5,4,2,1,0,-9.0,78.46153846153847,78.46153846153847,16629.0,2,78.46153846153847,1,1,16629.0,20709.0,16629.0,1,2,-99999999.0,-9,603.0137772675085,3,0,561.3063660477454,3,0,0,0,0,-9.0,7,7,2,2,5,5,5,4,2,40.23,1,41.4,1,2,2,4,2,1,1,0,0,1,1,2,1,1,1,1,1,5,1,0,100,3,4,100,3,1,1,1,1,75.42,4,75.41,3,78.527,3,516.0,26421,16571.699999999997,0
0,23536,20371,1193,1,5,3,3,2482,0,0,4,2,65,3,5,1,1,1,5,1,1,3,2,65,6,5,4,1,1,2,1,1,3,5,4,1,0,6720,21518,85,605,464,40,0,0,4,2479,2482,1,1,1,1,4,1,1,6,7,11,6,5,1,0,1,1,1,3,5,-9,4,5,4,1,1,4,0,1,-9,-9,0,0,-9,0,1,-9,2,1,1,-9,-9,5,4,1,1,5,8,2,2,6,8,2,9,1,2,1,2,0,129.2307692307692,-9.0,-9.0,21518.2,2,-9.0,-9,2,24203.0,24203.0,24203.0,2,-9,97000.0,3,584.951205510907,3,0,452.907824933687,3,0,0,0,0,-9.0,3,3,1,1,3,3,3,3,9,109.77,4,118.54,5,3,2,4,4,1,0,0,0,0,0,1,1,1,2,1,1,5,1,0,125,3,4,-8,-8,1,1,1,1,64.97,3,55.11,4,57.743,4,1193.0,23536,17248.699999999997,0
0,19843,11509,1674,1,4,1,88,2928,0,1,4,2,58,2,2,0,2,2,-9,3,1,3,2,58,7,7,6,1,1,1,0,3,3,2,1,0,1,0,12638,194,1036,379,65,1,1,1,2924,2928,1,1,1,1,1,1,1,7,7,11,6,6,1,0,1,0,2,4,6,-9,6,8,7,3,3,3,0,3,-9,-9,-9,1,-9,1,1,-9,2,1,1,-9,-9,5,3,1,1,5,5,2,3,8,8,1,9,2,1,1,1,0,0.0,-9.0,-9.0,12337.5,1,-9.0,-9,2,12337.5,12337.5,12337.5,2,-9,100000.0,3,329.49196326062,1,1,380.620026525199,2,0,0,0,0,-9.0,5,5,1,1,1,1,1,1,4,53.03,2,55.15,2,1,2,4,2,1,0,0,0,0,0,2,2,2,3,4,3,-9,0,1,250,4,6,250,4,3,2,4,4,57.53,3,62.07,4,39.601,5,1674.0,19843,17729.699999999997,0
0,27402,22193,689,1,6,1,1,1435,0,0,3,1,81,5,9,1,1,1,5,1,2,1,1,81,6,5,4,1,1,2,0,1,3,2,4,0,0,6300,23143,34,182,437,37,0,0,4,1363,1435,2,2,1,1,4,1,1,6,7,11,6,5,1,0,1,0,1,3,5,-9,4,5,4,2,1,6,0,2,-9,-9,0,0,-9,0,1,-9,2,-9,-9,-9,-9,4,2,1,1,4,4,2,4,3,-9,3,7,3,6,3,2,0,-9.0,121.1538461538462,121.1538461538462,23142.8,2,0.0,2,2,25085.0,25085.0,25085.0,2,3,-99999999.0,-9,637.0063145809414,3,0,526.9661803713528,3,0,0,0,0,-9.0,7,7,2,2,7,6,5,4,2,57.39,2,58.9,2,4,2,4,4,1,0,0,0,0,0,2,1,1,3,1,1,5,1,0,-9,-9,-9,-9,-9,1,1,1,2,80.63,4,81.64,2,84.225,2,689.0,27402,16744.699999999997,0
0,23408,46158,967,1,5,1,1,1358,0,0,3,1,81,4,9,1,1,1,5,1,1,3,1,81,1,5,2,2,1,2,1,1,3,5,7,0,0,22750,48406,74,268,582,44,0,0,8,1355,1358,1,1,1,1,7,3,4,1,1,1,1,1,2,0,1,2,1,1,2,2,2,5,2,1,1,2,6,1,1,1,0,0,0,0,1,1,1,1,1,-9,-9,5,4,1,1,5,6,2,1,3,3,2,3,1,2,1,2,0,437.5,-9.0,-9.0,48405.5,4,-9.0,-9,2,60037.5,60037.5,60037.5,2,-9,130000.0,4,887.4519230769231,4,0,449.9519230769231,3,0,0,0,0,-9.0,4,4,1,1,7,6,5,4,6,109.96,4,116.52,5,2,2,4,3,1,0,0,0,0,0,2,1,1,1,1,1,5,1,0,300,4,6,300,4,1,1,1,2,81.22,4,79.98,2,80.819,2,967.0,23408,17022.699999999997,0
0,14463,14463,1055,1,3,1,1,893,0,1,2,1,75,4,6,1,1,1,5,1,1,3,1,71,2,6,5,2,2,1,1,3,1,5,2,1,1,0,16291,46,437,527,44,0,0,2,889,893,1,1,1,1,2,1,1,2,1,1,1,1,2,0,1,0,2,4,6,6,5,6,5,3,3,1,6,3,3,3,-9,1,1,1,2,1,1,2,2,-9,-9,5,3,1,1,5,5,2,1,6,6,2,9,2,1,1,1,0,0.0,-9.0,-9.0,13790.0,1,-9.0,-9,1,13790.0,13790.0,13790.0,1,-9,339941.0,5,234.0961538461538,1,1,234.0961538461538,1,1,0,0,0,-9.0,4,4,1,1,4,4,4,4,6,104.11,4,110.16,5,2,2,4,4,1,0,0,0,0,0,2,1,1,1,1,1,5,1,0,150,4,5,150,4,1,1,1,1,70.62,4,71.57,3,66.368,4,1055.0,14463,17110.699999999997,0
0,20799,29534,2298,1,4,1,1,1337,0,1,4,2,62,4,9,0,1,2,-9,1,1,3,2,62,2,4,5,3,1,2,1,1,3,5,7,0,0,0,31860,337,1184,703,74,0,0,6,1334,1337,1,1,1,1,7,3,4,2,1,4,1,1,3,0,1,1,2,4,6,6,5,4,5,2,1,4,4,2,2,1,0,1,1,1,1,1,1,1,1,-9,-9,5,4,2,2,5,8,2,1,7,7,2,9,2,1,1,2,0,0.0,-9.0,-9.0,21368.0,2,-9.0,-9,2,22620.0,22620.0,33020.0,2,-9,550000.0,5,427.1833429728167,2,0,400.1083423618635,2,0,0,0,0,-9.0,4,4,1,1,6,6,5,4,6,194.1,5,200.81,5,2,2,4,3,1,0,0,0,0,0,2,1,1,2,4,1,-9,0,1,300,4,6,300,4,1,1,1,2,61.63,3,63.4,4,61.277,4,2298.0,20799,18353.699999999997,0
0,9141,9141,992,1,1,1,1,5156,0,1,2,1,73,2,2,1,1,1,5,4,1,3,2,68,5,5,6,2,2,2,0,3,1,3,8,1,1,0,10675,104,455,388,44,1,1,1,5095,5156,1,1,1,1,8,2,3,5,5,9,4,4,2,0,2,0,2,4,6,-9,6,5,6,3,3,7,0,3,-9,-9,1,1,-9,1,2,-9,2,1,1,-9,-9,4,3,2,2,4,5,2,3,7,7,2,9,2,1,1,2,0,0.0,-9.0,-9.0,10475.0,1,-9.0,-9,2,10475.0,10475.0,10475.0,2,-9,440000.0,5,175.1923076923077,1,1,175.1923076923077,1,1,0,0,0,-9.0,2,2,1,1,1,1,1,1,7,78.13,3,82.64,3,2,2,4,5,1,0,0,0,0,0,2,1,1,2,1,1,5,1,0,250,4,6,250,4,4,2,6,4,67.98,3,68.29,4,64.395,4,992.0,9141,17047.699999999997,0
0,53714,61634,809,1,9,1,1,1977,0,0,3,1,81,5,9,1,1,1,5,1,1,1,1,81,1,5,3,2,1,2,0,1,3,3,7,0,0,7920,63287,90,187,489,44,0,0,9,1977,1977,1,1,1,1,7,3,4,1,1,1,1,1,2,0,1,2,1,2,2,3,2,5,3,1,1,3,2,1,1,1,0,0,0,0,1,1,2,2,2,-9,-9,4,2,1,1,4,4,2,4,4,4,2,9,1,2,1,2,0,152.3076923076923,-9.0,-9.0,63287.0,5,-9.0,-9,2,82625.0,82625.0,82625.0,2,-9,150000.0,4,1185.192307692308,5,0,1032.884615384615,5,0,0,0,0,-9.0,7,7,2,2,7,6,5,4,2,69.66,2,71.25,3,3,2,4,4,1,0,0,0,0,0,2,1,1,2,1,1,5,1,0,-9,-9,-9,-9,-9,1,1,1,2,81.04,4,80.96,2,83.233,2,809.0,53714,16864.699999999997,0
0,16532,16532,1154,1,3,1,1,1166,0,1,2,1,71,3,5,1,1,1,5,1,1,3,1,71,2,6,5,2,1,1,0,3,3,4,10,0,0,0,18476,91,477,540,45,0,0,2,1159,1166,1,1,1,1,10,3,4,2,1,1,1,1,2,0,1,0,2,4,6,5,5,6,5,3,3,4,4,3,3,3,1,1,0,1,1,1,1,1,1,-9,-9,5,3,1,1,5,6,2,2,8,8,2,9,2,1,1,1,0,0.0,-9.0,-9.0,18476.32908,2,-9.0,-9,2,18735.41135,18735.41135,18735.41135,2,-9,380000.0,5,318.2178669230769,1,1,318.2178669230769,2,0,0,0,0,-9.0,3,3,1,1,3,3,3,3,9,74.86,3,80.38,3,2,2,4,3,1,0,0,0,0,0,2,1,1,3,1,1,5,1,0,350,4,6,350,4,1,1,1,1,71.31,4,69.98,3,68.258,4,1154.0,16532,17209.699999999997,0
0,45427,69787,1080,1,9,1,1,1995,0,0,3,1,70,2,6,1,1,1,5,2,1,2,1,70,5,4,3,3,1,2,0,1,3,2,10,0,0,5280,71299,129,347,552,52,0,0,10,1983,1995,1,1,1,1,10,3,4,5,4,9,4,4,3,0,2,2,1,2,2,-9,2,4,3,1,1,3,0,1,-9,-9,0,0,-9,0,1,-9,1,1,1,-9,-9,3,3,3,3,3,5,2,3,5,6,2,9,1,2,1,2,0,101.5384615384615,-9.0,-9.0,31107.0,3,-9.0,-9,2,37035.0,37035.0,85435.0,2,-9,177100.0,4,1008.805668016194,5,0,873.3613217768147,5,0,0,0,0,-9.0,2,1,1,1,4,4,4,4,10,57.3,2,62.01,2,2,2,4,2,2,0,0,0,0,0,2,1,1,2,1,1,5,1,0,100,3,4,100,3,2,1,2,3,69.65,3,70.53,3,68.021,4,1080.0,45427,17135.699999999997,0
0,48286,34454,728,1,9,1,88,4928,0,1,3,1,71,5,7,0,1,3,-9,2,3,1,1,71,6,5,4,1,1,1,0,1,4,1,8,0,0,6448,35507,75,287,310,56,0,0,6,4798,4928,3,3,2,1,8,2,3,6,6,10,5,5,1,0,1,1,1,3,5,-9,4,5,4,1,1,2,0,1,-9,-9,0,0,-9,0,1,-9,1,-9,-9,-9,1,3,1,1,1,3,3,2,4,5,-9,3,9,4,3,2,1,0,-9.0,124.0,124.0,39837.58581599999,4,0.0,2,2,51193.62619999999,51193.62619999999,51193.62619999999,1,1,-99999999.0,-9,1113.822784615384,5,0,1072.864251193634,5,0,0,0,0,-9.0,7,7,2,2,4,4,4,4,2,47.29,1,48.36,1,4,2,4,2,3,1,1,0,2,1,2,1,6,3,-8,1,-9,0,1,-9,-9,-9,-9,-9,2,1,1,3,70.79,4,71.86,3,69.085,3,728.0,48286,16783.699999999997,0
0,20110,19464,638,1,4,1,88,4256,0,0,3,1,78,5,9,0,1,3,-9,5,2,1,1,78,6,5,2,1,1,2,0,1,3,1,10,0,0,7800,20436,64,193,324,57,0,0,3,4165,4256,2,2,1,1,10,3,4,6,6,10,5,5,1,0,1,1,1,1,2,-9,2,5,2,1,1,1,0,1,-9,-9,0,0,-9,0,1,-9,1,-9,-9,-9,-9,3,1,1,1,3,3,2,4,2,-9,3,1,3,5,3,2,0,-9.0,150.0,150.0,20436.0,2,0.0,2,2,24700.0,24700.0,24700.0,2,3,-99999999.0,-9,558.3452927669344,3,0,386.3643899204245,2,0,0,0,0,-9.0,7,7,2,2,7,6,5,4,2,47.25,1,47.52,1,3,2,4,4,1,0,0,0,0,0,2,1,6,2,-8,1,-9,0,1,-9,-9,-9,-9,-9,5,3,1,4,78.23,4,78.88,3,80.718,2,638.0,20110,16693.699999999997,0
0,47167,47167,1564,1,9,1,1,1764,0,1,3,1,69,4,9,1,1,1,1,1,1,3,1,69,5,5,5,2,1,2,1,3,3,5,1,0,0,0,50078,124,672,725,43,0,0,8,1761,1764,1,1,1,1,1,1,1,5,3,7,4,4,2,0,1,1,2,4,6,-9,5,5,5,3,3,2,0,3,-9,-9,0,1,-9,1,1,-9,2,1,1,-9,-9,5,4,2,2,5,8,2,1,7,7,2,9,2,1,1,2,0,0.0,-9.0,-9.0,30325.9999,3,-9.0,-9,2,34532.5,34532.5,57932.5,2,-9,450000.0,5,906.2307673076922,5,0,906.2307673076922,5,0,0,0,0,-9.0,4,4,1,1,6,6,5,4,6,166.8,5,177.28,5,2,2,4,3,1,0,0,0,0,0,2,1,1,3,1,1,1,1,1,200,4,6,200,4,1,1,1,1,68.75,3,68.35,3,61.897,4,1564.0,47167,17619.699999999997,0
0,14502,18062,1123,1,3,1,1,1748,0,1,2,1,73,4,9,1,1,1,4,1,1,3,1,73,2,6,5,2,1,2,0,3,3,4,2,0,0,3560,18062,94,427,557,44,0,0,3,1740,1748,1,1,1,1,2,1,1,2,1,1,1,1,2,0,1,0,2,4,6,6,5,6,5,3,3,5,7,3,3,3,-9,1,1,1,1,1,1,1,1,-9,-9,5,3,1,1,5,6,2,1,6,6,2,9,1,2,1,2,0,68.4687777809645,-9.0,-9.0,17862.0,2,-9.0,-9,2,17862.0,17862.0,17862.0,2,-9,90000.0,3,347.3461538461539,1,1,278.8773760651894,2,1,0,0,0,-9.0,4,4,1,1,7,6,5,4,6,89.83,3,96.0,4,2,2,4,4,1,0,0,0,0,0,2,1,1,1,1,1,4,1,1,250,4,6,250,4,1,1,1,2,73.38,4,73.79,3,70.989,3,1123.0,14502,17178.699999999997,0
0,28600,63685,2614,1,6,1,88,1269,0,0,4,2,60,4,6,0,1,3,1,2,1,2,2,60,3,3,4,5,1,2,0,1,3,5,7,0,0,5341,66510,212,1133,1175,93,0,0,9,1267,1269,1,1,1,1,7,3,4,3,1,3,2,2,5,2,1,2,1,3,4,4,4,3,4,1,1,-8,-8,1,1,1,0,0,0,0,1,1,2,1,1,-9,-9,4,5,4,4,4,8,2,1,6,6,2,9,1,2,1,2,0,102.7031666714468,-9.0,-9.0,66509.9999,5,-9.0,-9,2,85287.5,85287.5,85287.5,2,-9,-88888888.0,-8,657.8473935070306,3,0,549.4573457115833,3,0,0,0,0,-9.0,4,4,1,1,4,4,4,4,6,232.54,5,242.06,5,2,2,4,4,1,0,0,0,0,0,2,1,1,3,2,1,1,0,1,100,3,4,100,3,2,1,1,3,60.21,3,69.38,4,48.663,5,2614.0,28600,18669.699999999997,0
0,18764,15683,912,1,4,1,1,5273,0,1,4,2,66,3,5,1,1,1,5,1,2,2,2,66,6,5,2,1,1,1,1,1,3,2,6,1,0,4800,16798,35,410,430,37,0,0,2,4682,5273,2,2,1,1,6,3,2,6,7,11,6,5,1,0,1,1,1,2,2,-9,2,5,2,1,1,5,0,1,-9,-9,0,0,-9,0,1,-9,2,-9,-9,-9,-9,4,2,1,1,4,5,2,2,3,-9,3,1,3,5,3,1,0,-9.0,92.30769230769232,92.30769230769232,16798.2,2,0.0,2,2,19315.0,19315.0,19315.0,2,3,-99999999.0,-9,450.2497129735935,2,0,360.9648541114059,2,0,0,0,0,-9.0,3,3,1,1,3,3,3,3,9,61.33,2,66.38,2,2,2,4,3,1,0,0,0,0,0,2,1,1,2,1,1,5,1,0,100,3,4,-8,-8,1,1,1,1,65.79,3,61.31,4,64.895,4,912.0,18764,16967.699999999997,0
0,11635,23409,1248,1,2,1,1,4439,0,1,2,1,70,3,7,1,1,1,5,1,3,3,1,70,3,3,3,4,1,1,0,1,4,3,6,0,0,4560,24648,144,357,691,56,0,0,4,4439,4439,3,3,2,1,6,3,2,3,1,2,2,2,4,2,1,1,1,2,3,2,3,3,3,1,1,7,6,1,4,2,0,0,0,0,1,1,2,-9,-9,-9,1,3,2,2,2,3,4,2,2,6,-9,3,9,4,3,2,1,0,-9.0,87.6923076923077,87.6923076923077,24648.0,3,0.0,2,2,27820.0,27820.0,27820.0,2,1,-99999999.0,-9,294.1553544494721,1,1,223.6823361823362,1,1,1,0,0,-9.0,3,3,1,1,4,4,4,4,10,71.83,3,76.26,3,2,2,4,1,2,1,0,0,1,1,2,1,1,1,1,1,5,1,0,150,4,5,150,4,1,1,1,1,70.15,4,71.97,3,68.386,4,1248.0,11635,17303.699999999997,0
0,28578,28578,2115,1,6,1,1,2520,0,1,4,3,40,4,3,1,1,1,4,4,1,2,3,40,2,6,5,2,1,2,1,3,3,5,5,0,0,0,30878,456,893,723,43,0,0,5,2518,2520,1,1,1,1,5,3,2,2,1,1,1,1,2,0,1,0,2,4,6,6,5,6,5,3,3,1,4,3,3,3,-9,1,1,1,1,1,1,1,1,-9,-9,5,4,1,1,5,8,2,1,8,8,1,9,2,1,1,2,0,0.0,-9.0,-9.0,30678.02980903586,3,-9.0,-9,2,33800.0,33800.0,33800.0,2,-9,390000.0,5,549.5390347891512,3,0,549.5390347891512,3,0,0,1,1,13842.3689286473,4,4,1,1,1,1,1,1,5,134.34,5,141.35,5,2,2,3,4,1,1,0,0,1,1,2,1,1,2,1,3,4,1,1,100,3,4,100,3,4,2,5,4,40.16,2,39.12,5,36.164,6,2115.0,28578,18170.699999999997,0
0,24476,65758,1630,1,5,1,1,665,0,1,3,1,79,4,9,1,1,1,4,1,1,3,1,79,5,2,6,5,1,2,0,1,3,5,5,0,0,10932,68039,165,406,992,67,0,0,10,664,665,1,1,1,1,5,3,2,5,4,8,4,4,6,2,2,2,1,2,3,3,3,2,6,1,1,1,7,1,1,1,0,0,0,1,1,1,1,1,1,-9,-9,4,5,4,4,4,8,2,1,2,2,2,3,1,2,1,2,0,210.2307692307692,-9.0,-9.0,49839.0,5,-9.0,-9,2,61695.0,61695.0,79695.0,2,-9,181000.0,5,613.9469753547423,3,0,470.7589285714286,3,0,0,0,0,-9.0,4,4,1,1,7,6,5,4,6,145.32,5,155.76,5,3,2,4,3,1,0,0,0,0,0,1,1,1,1,1,1,4,1,1,200,4,6,-8,-8,1,1,1,2,79.14,4,79.68,3,76.587,3,1630.0,24476,17685.699999999997,0
0,38552,45512,1149,1,8,1,1,2780,0,0,4,2,68,4,7,1,1,1,5,1,1,3,2,68,5,4,4,2,1,2,1,1,3,4,9,0,0,6960,47585,103,408,594,45,0,0,8,2770,2780,1,1,1,1,9,2,4,5,3,7,4,4,2,0,1,2,1,3,5,-9,4,4,4,1,1,3,0,1,-9,-9,0,0,-9,0,1,-9,2,1,1,-9,-9,5,4,2,2,5,7,2,1,7,7,2,9,1,2,1,2,0,133.8461538461538,-9.0,-9.0,26265.0,3,-9.0,-9,2,33025.0,33025.0,59025.0,2,-9,290000.0,5,875.8846153846154,4,0,742.0384615384615,4,0,0,0,0,-9.0,4,4,1,1,4,4,4,4,6,100.92,4,107.32,4,2,2,4,3,1,0,0,0,0,0,2,1,1,2,1,1,5,1,0,200,4,6,200,4,1,1,1,1,68.26,3,70.29,4,63.48,4,1149.0,38552,17204.699999999997,0
0,20908,20908,1474,1,4,1,1,1042,0,1,4,2,58,3,5,1,1,1,4,2,1,3,2,58,2,6,5,2,1,2,0,3,3,4,9,0,0,0,22938,147,724,558,45,0,0,4,1038,1042,1,1,1,1,9,2,4,2,1,1,1,1,2,0,1,0,2,3,5,6,4,6,5,3,3,2,5,3,3,3,1,0,1,1,1,1,2,1,1,-9,-9,5,3,1,1,5,5,2,2,8,2,2,9,2,1,1,2,0,0.0,-9.0,-9.0,22738.0,2,-9.0,-9,2,23362.5,23362.5,23362.5,2,-9,395000.0,5,402.1538461538461,2,0,402.1538461538461,2,0,0,0,0,-9.0,3,3,1,1,3,3,3,3,9,90.86,4,96.56,4,2,1,3,3,1,0,0,0,0,0,2,1,1,2,1,1,4,1,1,150,4,5,150,4,2,1,2,3,57.95,3,58.61,4,49.998,5,1474.0,20908,17529.699999999997,0
1,7484,22192,1722,1,1,3,3,1941,62,1,1,2,67,1,4,1,1,1,5,1,4,2,2,67,3,1,3,5,1,1,0,2,2,4,9,0,1,6924,17142,184,640,829,68,0,1,4,1934,1941,4,4,2,1,9,2,4,3,1,2,2,2,5,3,1,0,1,3,4,3,4,1,3,4,2,6,5,4,4,2,1,0,0,0,1,1,1,-9,-9,4,8,3,3,3,4,2,6,2,3,1,-9,3,6,5,4,2,1,0,-9.0,133.1538461538462,133.1538461538462,17142.264,2,133.1538461538462,1,1,17666.48,24590.48,17666.48,1,2,-99999999.0,-9,229.355500413565,1,1,143.8467571644043,1,1,0,0,0,-9.0,1,2,1,1,2,2,2,2,8,91.66,4,97.06,4,2,2,4,4,1,0,0,0,0,0,2,1,1,2,1,1,5,1,0,100,3,4,100,3,1,1,1,1,66.55,3,69.64,4,57.651,4,1722.0,7484,17777.699999999997,1
0,35263,61474,1444,1,7,1,1,1238,0,0,3,1,71,4,8,1,1,1,5,2,1,3,1,71,3,4,3,3,1,2,0,1,3,4,2,0,0,11400,63708,59,541,793,51,0,0,9,1232,1238,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,2,1,2,3,4,3,4,3,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,-9,-9,5,4,2,2,5,6,2,1,1,1,2,3,1,2,1,2,0,219.2307692307692,-9.0,-9.0,63707.6,5,-9.0,-9,2,82219.6,82219.6,82219.6,2,-9,68000.0,2,888.8606130711394,4,0,678.136511375948,4,0,0,0,0,-9.0,4,4,1,1,5,5,5,4,6,99.04,4,105.32,4,2,2,4,3,1,0,0,0,0,0,2,1,1,1,1,1,5,1,0,150,4,5,150,4,2,1,1,3,70.78,4,70.67,3,66.933,4,1444.0,35263,17499.699999999997,0
0,39723,46863,931,1,8,1,88,4589,0,0,3,1,83,5,9,0,2,2,-9,1,2,1,1,83,1,5,2,2,1,2,0,1,3,2,2,0,0,7140,48150,253,122,477,79,0,0,8,4576,4589,2,2,1,1,2,1,1,1,1,1,1,1,2,0,1,2,1,1,2,2,2,5,2,1,1,2,2,1,1,1,0,0,0,0,1,1,1,-9,-9,-9,-9,3,1,1,1,3,3,2,4,3,-9,3,7,3,6,3,2,0,-9.0,137.3076923076923,137.3076923076923,48150.25,4,0.0,2,2,60006.25,60006.25,60006.25,2,3,-99999999.0,-9,901.1009615384615,5,0,763.7932692307693,4,0,0,0,0,-9.0,7,7,2,2,7,6,5,4,2,52.42,2,50.82,2,4,2,4,4,2,0,1,1,2,1,2,2,2,2,4,3,-9,0,1,-9,-9,-9,-9,-9,1,1,1,2,83.1,4,84.88,2,74.815,3,931.0,39723,16986.699999999997,0
0,42566,52646,927,1,8,1,1,2283,0,0,3,1,74,3,9,1,1,1,4,1,1,3,1,74,1,5,2,2,1,2,0,1,3,3,9,0,0,10080,54498,119,268,495,45,0,0,9,2274,2283,1,1,1,1,9,2,4,1,1,1,1,1,2,0,1,2,1,1,2,2,2,5,2,1,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,-9,-9,5,3,1,1,5,6,2,2,1,1,1,7,1,2,1,2,0,193.8461538461538,-9.0,-9.0,54497.9999,5,-9.0,-9,2,68912.5,68912.5,68912.5,2,-9,34000.0,1,1012.499998076923,5,0,818.6538442307693,5,0,0,0,0,-9.0,3,3,1,1,7,6,5,4,10,64.94,2,69.92,2,2,2,4,3,1,0,0,0,0,0,2,1,1,3,1,1,4,1,1,150,4,5,150,4,1,1,1,2,74.27,4,75.06,3,73.817,3,927.0,42566,16982.699999999997,0
